model,case,regime,start,end,stage,mean_abs_corr,max_abs_corr,false_stepwise,problem_window,selected_count,R2_enter,top_b,top_beta,correct_top_b,correct_top_beta,topk_b,topk_beta,pairwise_b,pairwise_beta,margin_b,margin_beta,delta_pairwise
base,base_a_2_52,предтурбулентный цикл,90,115,middle,0.9325684024762427,1.0000000000000002,0,1,1.0,0.9999999999999801,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514716950710863,-0.006619325635256246,0.0
base,base_a_2_52,предтурбулентный цикл,91,116,middle,0.9322720830156359,1.0000000000000002,0,1,1.0,0.9999999999999979,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055146809230791405,-0.007595404022140428,0.0
base,base_a_2_52,предтурбулентный цикл,92,117,middle,0.9323853346350175,1.0000000000000004,0,1,1.0,0.9999999999999846,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514521864824928,-0.01103849709033966,0.0
base,base_a_2_52,предтурбулентный цикл,93,118,middle,0.9327043273091385,1.0000000000000004,0,1,1.0,0.9999999999999148,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514506809413433,-0.010019068606197834,0.0
base,base_a_2_52,предтурбулентный цикл,94,119,middle,0.9325684023767679,1.0000000000000004,0,1,1.0,0.9999999999999449,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514536355622113,-0.006618741783313453,0.0
base,base_a_2_52,предтурбулентный цикл,95,120,middle,0.9322720829639745,1.0,0,1,1.0,0.9999999999999538,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514536425471306,-0.007594772963784635,0.0
base,base_a_2_52,предтурбулентный цикл,96,121,middle,0.9323853346361928,1.0,0,1,1.0,0.9999999999998582,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055144830141216516,-0.011038590222597122,0.0
base,base_a_2_52,предтурбулентный цикл,97,122,middle,0.9327043273360084,1.0,0,1,1.0,0.9999999999999896,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055145641788840294,-0.010019002947956324,0.0
base,base_a_2_52,предтурбулентный цикл,98,123,middle,0.9325684024227149,1.0000000000000002,0,1,1.0,0.9999999999999991,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055144670186564326,-0.006618121755309403,0.0
base,base_a_2_52,предтурбулентный цикл,99,124,middle,0.9322720829878365,1.0000000000000002,0,1,1.0,0.9999999999999456,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055144825018942356,-0.007594481226988137,0.0
base,base_a_2_52,предтурбулентный цикл,100,125,middle,0.9323853346356497,1.0000000000000002,0,1,1.0,0.999999999999767,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055146689992398024,-0.011038903146982193,0.0
base,base_a_2_52,предтурбулентный цикл,101,126,middle,0.9327043273235971,1.0000000000000002,0,1,1.0,0.9999999999993241,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514637008309364,-0.010019367560744286,0.0
base,base_a_2_52,предтурбулентный цикл,102,127,middle,0.9325684024014923,1.0000000000000002,0,1,1.0,0.9999999999971683,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514120543375611,-0.006617679493501782,0.0
base,base_a_2_52,предтурбулентный цикл,103,128,middle,0.9322720829768149,1.0,0,1,1.0,0.9999999999991902,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05514204828068614,-0.007593404036015272,0.0
base,base_a_2_52,предтурбулентный цикл,104,129,late,0.9323853346359006,1.0000000000000002,0,1,1.0,0.999999999997934,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05513114295899868,-0.011033639311790466,0.0
base,base_a_2_52,предтурбулентный цикл,105,130,late,0.9327043273293298,1.0000000000000002,0,1,1.0,0.9999999999948914,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055133321322500706,-0.010013476014137268,0.0
base,base_a_2_52,предтурбулентный цикл,106,131,late,0.9325684024112948,1.0000000000000002,0,1,1.0,0.9999999999782162,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05512551870197058,-0.0066122752614319324,0.0
base,base_a_2_52,предтурбулентный цикл,107,132,late,0.9322720829819057,1.0000000000000002,0,1,1.0,0.9999999999929091,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.0551231624558568,-0.007585588842630386,0.0
base,base_a_2_52,предтурбулентный цикл,108,133,late,0.9323853346357847,1.0000000000000002,0,1,1.0,0.9999999999978261,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05507264845073223,-0.011008530855178833,0.0
base,base_a_2_52,предтурбулентный цикл,109,134,late,0.9327043273266818,1.0000000000000002,0,1,1.0,0.999999999999211,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05507206171751022,-0.009990453720092773,0.0
base,base_a_2_52,предтурбулентный цикл,110,135,late,0.9325684024067671,1.0000000000000002,0,1,1.0,0.9999999999985589,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055065784603357315,-0.006586781702935696,0.0
base,base_a_2_52,предтурбулентный цикл,111,136,late,0.932272082979554,1.0000000000000002,0,1,1.0,0.9999999999693384,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05506187677383423,-0.007559817284345627,0.0
base,base_a_2_52,предтурбулентный цикл,112,137,late,0.9323853346358382,1.0000000000000002,0,1,1.0,0.9999999999810083,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05500289984047413,-0.010987818241119385,0.0
base,base_a_2_52,предтурбулентный цикл,113,138,late,0.9327043273279048,1.0000000000000002,0,1,1.0,0.9999999999761042,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05501323938369751,-0.00996939092874527,0.0
base,base_a_2_52,предтурбулентный цикл,114,139,late,0.9325684024088584,1.0000000000000002,0,1,1.0,0.9999999997445511,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055023111402988434,-0.006563115864992142,0.0
base,base_a_2_52,предтурбулентный цикл,115,140,late,0.9322720829806401,1.0000000000000002,0,1,1.0,0.9999999999167147,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05501390993595123,-0.007543664425611496,0.0
base,base_a_2_52,предтурбулентный цикл,116,141,late,0.9323853346358133,1.0000000000000002,0,1,1.0,0.9999999999845666,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05508587509393692,-0.011007845401763916,0.0
base,base_a_2_52,предтурбулентный цикл,117,142,late,0.93270432732734,1.0000000000000002,0,1,1.0,0.999999999514498,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05509313941001892,-0.009986862540245056,0.0
base,base_a_2_52,предтурбулентный цикл,118,143,late,0.9325684024078922,1.0000000000000002,0,1,1.0,0.9999999986120494,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05499917268753052,-0.006564319133758545,0.0
base,base_a_2_52,предтурбулентный цикл,119,144,late,0.9322720829801385,1.0000000000000002,0,1,1.0,0.9999999994379405,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.055013418197631836,-0.007526509463787079,0.0
base,base_a_2_52,предтурбулентный цикл,120,145,late,0.9323853346358248,1.0,0,1,1.0,0.9999999992171658,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.054772764444351196,-0.010866880416870117,0.0
base,base_a_2_52,предтурбулентный цикл,121,146,late,0.9327043273276007,1.0,0,1,1.0,0.9999999959866374,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05473124980926514,-0.009865880012512207,0.0
base,base_a_2_52,предтурбулентный цикл,122,147,late,0.9325684024083384,1.0,0,1,1.0,0.9999999988838342,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05466586351394653,-0.0064332857728004456,0.0
base,base_a_2_52,предтурбулентный цикл,123,148,late,0.9322720829803702,1.0,1,1,2.0,0.9999999782769293,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.054565802216529846,-0.007357671856880188,0.0
base,base_a_2_52,предтурбулентный цикл,124,149,late,0.9323853346358199,1.0000000000000002,0,1,1.0,0.9999999990108243,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05366106331348419,-0.010406732559204102,0.0
base,base_a_2_52,предтурбулентный цикл,125,150,late,0.9327043273274804,1.0000000000000002,0,1,1.0,0.9999999998919529,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05365622043609619,-0.009406566619873047,0.0
base,base_a_2_52,предтурбулентный цикл,126,151,late,0.9325684024081324,1.0000000000000002,0,1,1.0,0.9999999979218862,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.053346991539001465,-0.005884245038032532,0.0
base,base_a_2_52,предтурбулентный цикл,127,152,late,0.9322720829802633,1.0000000000000002,0,1,1.0,0.9999999933961887,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05307692289352417,-0.006835818290710449,0.0
base,base_a_2_52,предтурбулентный цикл,128,153,late,0.9323853346358218,1.0000000000000002,0,1,1.0,0.9999999649972524,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.052328288555145264,-0.009916305541992188,0.0
base,base_a_2_52,предтурбулентный цикл,129,154,late,0.9327043273275359,1.0,0,1,1.0,0.999999994249446,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05277729034423828,-0.008877754211425781,0.0
base,base_a_2_52,предтурбулентный цикл,130,155,late,0.9325684024082275,1.0000000000000002,0,1,1.0,0.9999999454481217,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.05127370357513428,-0.005208879709243774,0.0
base,base_a_2_52,предтурбулентный цикл,131,156,late,0.9322720829803128,1.0000000000000002,0,1,1.0,0.9999999967917199,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.0511469841003418,-0.0060312747955322266,0.0
base,base_a_2_52,предтурбулентный цикл,132,157,late,0.932385334635821,1.0000000000000002,0,1,1.0,0.9999998828154999,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.04839980602264404,-0.008424758911132812,0.0
base,base_a_2_52,предтурбулентный цикл,133,158,late,0.9327043273275101,1.0000000000000002,0,1,1.0,0.999999844159246,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.048255205154418945,-0.0074405670166015625,0.0
base,base_a_2_52,предтурбулентный цикл,134,159,late,0.9325684024081837,1.0000000000000002,0,1,1.0,0.9999999119670434,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.04679465293884277,-0.0031433701515197754,0.0
base,base_a_2_52,предтурбулентный цикл,135,160,late,0.9322720829802899,1.0000000000000002,0,1,1.0,0.9999997945360555,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.045475006103515625,-0.003486156463623047,0.0
base,base_a_2_52,предтурбулентный цикл,136,161,late,0.9323853346358212,1.0000000000000002,0,1,1.0,0.9999995143664417,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.03395414352416992,-0.00223541259765625,0.0
base,base_a_2_52,предтурбулентный цикл,137,162,late,0.9327043273275218,1.0000000000000002,0,1,1.0,0.9999992513058447,Lag_8,Lag_8,0.0,0.0,0.0,0.0,0.9,0.9,-0.033743858337402344,-0.0013561248779296875,0.0
base,base_a_2_52,предтурбулентный цикл,138,163,late,0.9325684024082038,1.0000000000000002,0,1,1.0,0.9999993702873458,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.03267240524291992,-0.001976490020751953,0.0
base,base_a_2_52,предтурбулентный цикл,139,164,late,0.9322720829803005,1.0000000000000002,0,1,1.0,0.999999575831164,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.029651165008544922,-0.0018153190612792969,0.0
base,base_a_2_52,предтурбулентный цикл,140,165,late,0.932385334635821,1.0,0,1,1.0,0.9999987813587654,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.0055522918701171875,-0.006191253662109375,0.0
base,base_a_2_52,предтурбулентный цикл,141,166,late,0.9327043273275166,1.0,0,1,1.0,0.999999753697685,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.006256103515625,-0.007244110107421875,0.0
base,base_a_2_52,предтурбулентный цикл,142,167,late,0.9325684024081944,1.0,0,1,1.0,0.9999991483780167,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.0101470947265625,-0.010532379150390625,0.0
base,base_a_2_52,предтурбулентный цикл,143,168,late,0.9322720829802954,1.0000000000000002,0,1,1.0,0.9999919821206179,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.0044994354248046875,-0.0092315673828125,0.0
base,base_a_2_52,предтурбулентный цикл,144,169,late,0.9323853346358211,1.0000000000000002,0,1,1.0,0.999996232093782,Lag_4,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.002410888671875,-0.00777435302734375,0.0
base,base_a_2_52,предтурбулентный цикл,145,170,late,0.9327043273275187,1.0000000000000002,0,1,1.0,0.9999992973780827,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.0020904541015625,-0.0088348388671875,0.0
base,base_a_2_52,предтурбулентный цикл,146,171,late,0.9325684024081986,1.0,0,1,1.0,0.9999825043077286,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.0022430419921875,-0.011688232421875,0.0
base,base_a_2_52,предтурбулентный цикл,147,172,late,0.9322720829802973,1.0,0,1,1.0,0.9999536380402038,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.00775146484375,-0.01204681396484375,0.0
base,base_a_2_52,предтурбулентный цикл,148,173,late,0.9323853346358209,1.0,0,1,1.0,0.9999252711048952,Lag_8,X_n,0.0,1.0,0.0,1.0,0.9,1.0,-0.0196685791015625,0.0003662109375,-0.09999999999999998
base,base_a_2_52,предтурбулентный цикл,149,174,late,0.9327043273275177,1.0,0,1,1.0,0.9999974429652783,Lag_4,X_n,0.0,1.0,0.0,1.0,0.9,1.0,-0.042301177978515625,0.000274658203125,-0.09999999999999998
base,base_a_2_52,предтурбулентный цикл,150,175,late,0.9325684024081968,1.0,0,1,1.0,0.9999899220653384,Lag_4,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.081787109375,-0.008148193359375,0.0
base,base_a_2_52,предтурбулентный цикл,151,176,late,0.9322720829802965,1.0,0,1,1.0,0.9999873569244155,Lag_4,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.0926513671875,-0.0124359130859375,0.0
base,base_a_2_52,предтурбулентный цикл,152,177,late,0.932385334635821,1.0000000000000002,1,1,2.0,0.9999483112768384,Lag_4,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.015167236328125,-0.03204345703125,0.0
base,base_a_2_52,предтурбулентный цикл,153,178,late,0.9327043273275183,1.0000000000000002,1,1,2.0,0.9999970494172742,Lag_8,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-0.016462326049804688,-0.0360107421875,0.0
base,base_a_2_52,предтурбулентный цикл,154,179,late,0.9325684024081976,1.0000000000000002,1,1,2.0,1.0,Lag_4,Lag_4,0.0,0.0,0.0,0.0,0.9,0.9,-9.992007221626409e-16,-0.013702392578125,0.0
delay,delay_g_0_8,затухающие колебания,0,25,early,0.7404230595228377,0.9998977992400525,0,0,1.0,0.9999999999909124,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.799993562669215,0.9999980926149874,0.0
delay,delay_g_0_8,затухающие колебания,1,26,early,0.701993614384216,0.9996590233982059,0,0,1.0,0.9999990135522532,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7980468749155989,0.9997558593313443,0.0
delay,delay_g_0_8,затухающие колебания,2,27,early,0.6715214886218374,0.9988451814351361,0,0,1.0,0.9999999684195677,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7833984372991836,0.9985351562645519,0.0
delay,delay_g_0_8,затухающие колебания,3,28,early,0.6400321161588369,0.9960605240397808,0,0,1.0,0.9999999999999966,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999986886970873,0.9999966621420526,0.0
delay,delay_g_0_8,затухающие колебания,4,29,early,0.596749105874142,0.9872168398610239,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999993598239,0.9999999995343742,0.0
delay,delay_g_0_8,затухающие колебания,5,30,early,0.5280337441016957,0.9673931139425251,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999976,0.999999999999978,0.0
delay,delay_g_0_8,затухающие колебания,6,31,early,0.47837021551366815,0.9494085411624514,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999983,0.9999999999999929,0.0
delay,delay_g_0_8,затухающие колебания,7,32,early,0.46141406944210583,0.9447620843181976,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999963,0.9999999999999964,0.0
delay,delay_g_0_8,затухающие колебания,8,33,early,0.44097010291125044,0.9791414984358484,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.79999999999999,0.9999999999999827,0.0
delay,delay_g_0_8,затухающие колебания,9,34,early,0.4376158094998372,0.9791414984358484,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000000000007,0.9999999999999867,0.0
delay,delay_g_0_8,затухающие колебания,10,35,early,0.4796777267217097,0.9791414984358484,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999998977,0.9999999999999183,0.0
delay,delay_g_0_8,затухающие колебания,11,36,early,0.527594349852196,0.9791414984358484,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000000000025,0.9999999999999987,0.0
delay,delay_g_0_8,затухающие колебания,12,37,early,0.557673165367333,0.9791414984358484,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999545,0.9999999999999432,0.0
delay,delay_g_0_8,затухающие колебания,13,38,early,0.5860266240787614,0.9791414984358484,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.799999999999855,0.9999999999998721,0.0
delay,delay_g_0_8,затухающие колебания,14,39,early,0.6046837344026463,0.9791780161212239,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999261,0.9999999999999414,0.0
delay,delay_g_0_8,затухающие колебания,15,40,early,0.606040695496088,0.9814322538060447,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999012,0.9999999999997335,0.0
delay,delay_g_0_8,затухающие колебания,16,41,early,0.597079665602338,0.9814322538060447,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999989598,0.9999999999990195,0.0
delay,delay_g_0_8,затухающие колебания,17,42,early,0.6065006482519616,0.9814322538060447,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999989456,0.9999999999979678,0.0
delay,delay_g_0_8,затухающие колебания,18,43,early,0.6105690907094957,0.9814322538060447,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999996135,0.9999999999987352,0.0
delay,delay_g_0_8,затухающие колебания,19,44,early,0.6003817313602576,0.9814322538060447,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999995708,0.9999999999992468,0.0
delay,delay_g_0_8,затухающие колебания,20,45,early,0.6088523641631055,0.9814322538060447,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999973397,0.999999999997101,0.0
delay,delay_g_0_8,затухающие колебания,21,46,early,0.6160480304917216,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000000001393,0.9999999999992042,0.0
delay,delay_g_0_8,затухающие колебания,22,47,early,0.6068757314207525,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999988745,1.0000000000013287,0.0
delay,delay_g_0_8,затухающие колебания,23,48,early,0.6058531564878885,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999933607,0.9999999999954525,0.0
delay,delay_g_0_8,затухающие колебания,24,49,early,0.6161378458229843,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999881311,0.9999999999827196,0.0
delay,delay_g_0_8,затухающие колебания,25,50,early,0.6097300162296974,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999769898,0.9999999999799911,0.0
delay,delay_g_0_8,затухающие колебания,26,51,early,0.604758311313516,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999938154,0.9999999999936335,0.0
delay,delay_g_0_8,затухающие колебания,27,52,early,0.6154313723024727,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999998896783,0.9999999999140528,0.0
delay,delay_g_0_8,затухающие колебания,28,53,early,0.6125622484819444,0.9846143875024671,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999997582563,0.9999999996889528,0.0
delay,delay_g_0_8,затухающие колебания,29,54,early,0.6026456453076686,0.9840093614933483,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999995245162,0.9999999994179234,0.0
delay,delay_g_0_8,затухающие колебания,30,55,early,0.6129304644856473,0.9840093614933483,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999994226528,0.9999999994452082,0.0
delay,delay_g_0_8,затухающие колебания,31,56,early,0.6145005105560943,0.9840093614933483,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999996027327,0.9999999995670805,0.0
delay,delay_g_0_8,затухающие колебания,32,57,early,0.603733768401469,0.9840093614933483,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999996563929,0.9999999993924575,0.0
delay,delay_g_0_8,затухающие колебания,33,58,early,0.6115369906194972,0.9840093614933483,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999993589881,0.9999999993451638,0.0
delay,delay_g_0_8,затухающие колебания,34,59,early,0.6166954834048541,0.9840093614933483,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000005449692,1.0000000006002665,0.0
delay,delay_g_0_8,затухающие колебания,35,60,early,0.6067344632940493,0.9825430426015663,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000000356522,1.0000000003856258,0.0
delay,delay_g_0_8,затухающие колебания,36,61,early,0.6091445977830621,0.9825430426015663,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999988242052,0.9999999993888196,0.0
delay,delay_g_0_8,затухающие колебания,37,62,early,0.6175818461308424,0.9825430426015663,0,0,1.0,0.9999999999999999,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.800000001956505,1.000000002261686,0.0
delay,delay_g_0_8,затухающие колебания,38,63,early,0.6092671814874278,0.9823829494444674,0,0,1.0,0.9999999999999999,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000034589902,1.0000000030631782,0.0
delay,delay_g_0_8,затухающие колебания,39,64,early,0.6068488601373583,0.9823829494444674,0,0,1.0,0.9999999999999989,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000054598786,1.0000000052968971,0.0
delay,delay_g_0_8,затухающие колебания,40,65,early,0.6167380415341785,0.98373845585183,0,0,1.0,0.9999999999999999,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999831663445,0.9999999798019417,0.0
delay,delay_g_0_8,затухающие колебания,41,66,early,0.6114140029528702,0.98373845585183,0,0,1.0,0.9999999999999996,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999938183464,0.9999999984866008,0.0
delay,delay_g_0_8,затухающие колебания,42,67,early,0.6040582364637194,0.98373845585183,0,0,1.0,0.9999999999999919,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999911990017,1.000000009080395,0.0
delay,delay_g_0_8,затухающие колебания,43,68,early,0.6149323994229511,0.98373845585183,0,0,1.0,0.9999999999999998,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000194879249,1.0000000258442014,0.0
delay,delay_g_0_8,затухающие колебания,44,69,early,0.6135475574399997,0.98373845585183,0,0,1.0,0.9999999999999599,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000261235982,1.0000000115251169,0.0
delay,delay_g_0_8,затухающие колебания,45,70,early,0.6028865879093902,0.98373845585183,0,0,1.0,0.9999999999999989,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.8000000328756869,1.0000000305008143,0.0
delay,delay_g_0_8,затухающие колебания,46,71,early,0.6127969695097191,0.98373845585183,0,0,1.0,0.999999999999999,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999998368322849,0.9999998011626303,0.0
delay,delay_g_0_8,затухающие колебания,47,72,early,0.6154634690731039,0.98373845585183,0,0,1.0,0.9999999999997171,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999993828125298,0.9999990304931998,0.0
delay,delay_g_0_8,затухающие колебания,48,73,early,0.6049659142835823,0.9832612922308084,0,0,1.0,0.9999999999999855,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999988172668964,0.9999983287416399,0.0
delay,delay_g_0_8,затухающие колебания,49,74,early,0.6108158621831534,0.9832612922308084,0,0,1.0,0.9999999999964532,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999980486929417,0.9999975292012095,0.0
delay,delay_g_0_8,затухающие колебания,50,75,early,0.6172151178869696,0.9832612922308084,0,0,1.0,0.999999999913133,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999952887184918,0.9999941121786833,0.0
delay,delay_g_0_8,затухающие колебания,51,76,early,0.6076047303574318,0.9825702980494414,0,0,1.0,0.9999999999975305,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,0.7999953702674247,0.9999937610700727,0.0
